vtx-B06-n13-n4-n2	Δ = -13	bi.bi = -4	b0.bi = -2	5 x (irr-B6-13)
vtx-B06-790-34-30	Δ = 790	bi.bi = 34	b0.bi = 30	18 x (irr-B6-13) + 17 x (irr-B6-64-h) + 1 x (irr-B6-90)
vtx-B06-791-84-46	Δ = 791	bi.bi = 84	b0.bi = 46	1 x (irr-B6-13) + 4 x (irr-B6-64-h) + 2 x (irr-B6-78) + 2 x (irr-B6-286)
vtx-B06-793-38-32	Δ = 793	bi.bi = 38	b0.bi = 32	11 x (irr-B6-13) + 13 x (irr-B6-64-h) + 4 x (irr-B6-78)
vtx-B06-795-54-36	Δ = 795	bi.bi = 54	b0.bi = 36	17 x (irr-B6-13) + 9 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-799-24-26	Δ = 799	bi.bi = 24	b0.bi = 26	33 x (irr-B6-13) + 14 x (irr-B6-64-h)
vtx-B06-802-74-42	Δ = 802	bi.bi = 74	b0.bi = 42	10 x (irr-B6-13) + 9 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-768-h)
vtx-B06-803-38-32	Δ = 803	bi.bi = 38	b0.bi = 32	13 x (irr-B6-13) + 17 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-806-42-34	Δ = 806	bi.bi = 42	b0.bi = 34	6 x (irr-B6-13) + 13 x (irr-B6-64-h) + 5 x (irr-B6-78)
vtx-B06-806-104-52	Δ = 806	bi.bi = 104	b0.bi = 52	2 x (irr-B6-13) + 3 x (irr-B6-286)
vtx-B06-808-58-38	Δ = 808	bi.bi = 58	b0.bi = 38	12 x (irr-B6-13) + 9 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-812-28-28	Δ = 812	bi.bi = 28	b0.bi = 28	28 x (irr-B6-13) + 14 x (irr-B6-64-h) + 1 x (irr-B6-78)
vtx-B06-815-78-44	Δ = 815	bi.bi = 78	b0.bi = 44	5 x (irr-B6-13) + 9 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-768-h)
vtx-B06-816-42-34	Δ = 816	bi.bi = 42	b0.bi = 34	8 x (irr-B6-13) + 17 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-819-46-36	Δ = 819	bi.bi = 46	b0.bi = 36	1 x (irr-B6-13) + 13 x (irr-B6-64-h) + 6 x (irr-B6-78)
vtx-B06-821-62-40	Δ = 821	bi.bi = 62	b0.bi = 40	7 x (irr-B6-13) + 9 x (irr-B6-64-h) + 3 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-823-78-44	Δ = 823	bi.bi = 78	b0.bi = 44	13 x (irr-B6-13) + 5 x (irr-B6-64-h) + 2 x (irr-B6-286)
vtx-B06-825-32-30	Δ = 825	bi.bi = 32	b0.bi = 30	23 x (irr-B6-13) + 14 x (irr-B6-64-h) + 2 x (irr-B6-78)
vtx-B06-828-82-46	Δ = 828	bi.bi = 82	b0.bi = 46	9 x (irr-B6-64-h) + 3 x (irr-B6-78) + 1 x (irr-B6-768-h)
vtx-B06-829-46-36	Δ = 829	bi.bi = 46	b0.bi = 36	3 x (irr-B6-13) + 17 x (irr-B6-64-h) + 3 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-830-98-50	Δ = 830	bi.bi = 98	b0.bi = 50	6 x (irr-B6-13) + 5 x (irr-B6-64-h) + 1 x (irr-B6-286) + 1 x (irr-B6-768-h)
vtx-B06-831-62-40	Δ = 831	bi.bi = 62	b0.bi = 40	9 x (irr-B6-13) + 13 x (irr-B6-64-h) + 1 x (irr-B6-90) + 1 x (irr-B6-286)
vtx-B06-834-66-42	Δ = 834	bi.bi = 66	b0.bi = 42	2 x (irr-B6-13) + 9 x (irr-B6-64-h) + 4 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-836-82-46	Δ = 836	bi.bi = 82	b0.bi = 46	8 x (irr-B6-13) + 5 x (irr-B6-64-h) + 1 x (irr-B6-78) + 2 x (irr-B6-286)
vtx-B06-838-36-32	Δ = 838	bi.bi = 36	b0.bi = 32	18 x (irr-B6-13) + 14 x (irr-B6-64-h) + 3 x (irr-B6-78)
vtx-B06-838-82-46	Δ = 838	bi.bi = 82	b0.bi = 46	2 x (irr-B6-13) + 13 x (irr-B6-64-h) + 1 x (irr-B6-90) + 1 x (irr-B6-768-h)
vtx-B06-839-46-36	Δ = 839	bi.bi = 46	b0.bi = 36	5 x (irr-B6-13) + 21 x (irr-B6-64-h) + 2 x (irr-B6-90)
vtx-B06-840-52-36	Δ = 840	bi.bi = 52	b0.bi = 36	24 x (irr-B6-13) + 10 x (irr-B6-64-h) + 1 x (irr-B6-286)
vtx-B06-843-102-52	Δ = 843	bi.bi = 102	b0.bi = 52	1 x (irr-B6-13) + 5 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-286) + 1 x (irr-B6-768-h)
vtx-B06-844-66-42	Δ = 844	bi.bi = 66	b0.bi = 42	4 x (irr-B6-13) + 13 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-90) + 1 x (irr-B6-286)
vtx-B06-847-72-42	Δ = 847	bi.bi = 72	b0.bi = 42	17 x (irr-B6-13) + 10 x (irr-B6-64-h) + 1 x (irr-B6-768-h)
vtx-B06-848-36-32	Δ = 848	bi.bi = 36	b0.bi = 32	20 x (irr-B6-13) + 18 x (irr-B6-64-h) + 1 x (irr-B6-90)
vtx-B06-849-86-48	Δ = 849	bi.bi = 86	b0.bi = 48	3 x (irr-B6-13) + 5 x (irr-B6-64-h) + 2 x (irr-B6-78) + 2 x (irr-B6-286)
vtx-B06-851-40-34	Δ = 851	bi.bi = 40	b0.bi = 34	13 x (irr-B6-13) + 14 x (irr-B6-64-h) + 4 x (irr-B6-78)
vtx-B06-852-50-38	Δ = 852	bi.bi = 50	b0.bi = 38	21 x (irr-B6-64-h) + 1 x (irr-B6-78) + 2 x (irr-B6-90)
vtx-B06-853-56-38	Δ = 853	bi.bi = 56	b0.bi = 38	19 x (irr-B6-13) + 10 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-857-26-28	Δ = 857	bi.bi = 26	b0.bi = 28	35 x (irr-B6-13) + 15 x (irr-B6-64-h)
vtx-B06-860-76-44	Δ = 860	bi.bi = 76	b0.bi = 44	12 x (irr-B6-13) + 10 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-768-h)
vtx-B06-861-40-34	Δ = 861	bi.bi = 40	b0.bi = 34	15 x (irr-B6-13) + 18 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-864-44-36	Δ = 864	bi.bi = 44	b0.bi = 36	8 x (irr-B6-13) + 14 x (irr-B6-64-h) + 5 x (irr-B6-78)
vtx-B06-864-106-54	Δ = 864	bi.bi = 106	b0.bi = 54	4 x (irr-B6-13) + 1 x (irr-B6-64-h) + 3 x (irr-B6-286)
vtx-B06-866-60-40	Δ = 866	bi.bi = 60	b0.bi = 40	14 x (irr-B6-13) + 10 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-870-30-30	Δ = 870	bi.bi = 30	b0.bi = 30	30 x (irr-B6-13) + 15 x (irr-B6-64-h) + 1 x (irr-B6-78)
vtx-B06-872-90-50	Δ = 872	bi.bi = 90	b0.bi = 50	9 x (irr-B6-64-h) + 1 x (irr-B6-90) + 2 x (irr-B6-286)
vtx-B06-873-80-46	Δ = 873	bi.bi = 80	b0.bi = 46	7 x (irr-B6-13) + 10 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-768-h)
vtx-B06-874-44-36	Δ = 874	bi.bi = 44	b0.bi = 36	10 x (irr-B6-13) + 18 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-877-48-38	Δ = 877	bi.bi = 48	b0.bi = 38	3 x (irr-B6-13) + 14 x (irr-B6-64-h) + 6 x (irr-B6-78)
vtx-B06-879-64-42	Δ = 879	bi.bi = 64	b0.bi = 42	9 x (irr-B6-13) + 10 x (irr-B6-64-h) + 3 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-881-80-46	Δ = 881	bi.bi = 80	b0.bi = 46	15 x (irr-B6-13) + 6 x (irr-B6-64-h) + 2 x (irr-B6-286)
vtx-B06-883-34-32	Δ = 883	bi.bi = 34	b0.bi = 32	25 x (irr-B6-13) + 15 x (irr-B6-64-h) + 2 x (irr-B6-78)
vtx-B06-886-84-48	Δ = 886	bi.bi = 84	b0.bi = 48	2 x (irr-B6-13) + 10 x (irr-B6-64-h) + 3 x (irr-B6-78) + 1 x (irr-B6-768-h)
vtx-B06-887-48-38	Δ = 887	bi.bi = 48	b0.bi = 38	5 x (irr-B6-13) + 18 x (irr-B6-64-h) + 3 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-888-100-52	Δ = 888	bi.bi = 100	b0.bi = 52	8 x (irr-B6-13) + 6 x (irr-B6-64-h) + 1 x (irr-B6-286) + 1 x (irr-B6-768-h)
vtx-B06-889-64-42	Δ = 889	bi.bi = 64	b0.bi = 42	11 x (irr-B6-13) + 14 x (irr-B6-64-h) + 1 x (irr-B6-90) + 1 x (irr-B6-286)
vtx-B06-892-68-44	Δ = 892	bi.bi = 68	b0.bi = 44	4 x (irr-B6-13) + 10 x (irr-B6-64-h) + 4 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-894-84-48	Δ = 894	bi.bi = 84	b0.bi = 48	10 x (irr-B6-13) + 6 x (irr-B6-64-h) + 1 x (irr-B6-78) + 2 x (irr-B6-286)
vtx-B06-895-120-58	Δ = 895	bi.bi = 120	b0.bi = 58	1 x (irr-B6-13) + 6 x (irr-B6-64-h) + 2 x (irr-B6-768-h)
vtx-B06-896-38-34	Δ = 896	bi.bi = 38	b0.bi = 34	20 x (irr-B6-13) + 15 x (irr-B6-64-h) + 3 x (irr-B6-78)
vtx-B06-896-84-48	Δ = 896	bi.bi = 84	b0.bi = 48	4 x (irr-B6-13) + 14 x (irr-B6-64-h) + 1 x (irr-B6-90) + 1 x (irr-B6-768-h)
vtx-B06-897-48-38	Δ = 897	bi.bi = 48	b0.bi = 38	7 x (irr-B6-13) + 22 x (irr-B6-64-h) + 2 x (irr-B6-90)
vtx-B06-898-54-38	Δ = 898	bi.bi = 54	b0.bi = 38	26 x (irr-B6-13) + 11 x (irr-B6-64-h) + 1 x (irr-B6-286)
vtx-B06-900-52-40	Δ = 900	bi.bi = 52	b0.bi = 40	18 x (irr-B6-64-h) + 4 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-901-104-54	Δ = 901	bi.bi = 104	b0.bi = 54	3 x (irr-B6-13) + 6 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-286) + 1 x (irr-B6-768-h)
vtx-B06-902-68-44	Δ = 902	bi.bi = 68	b0.bi = 44	6 x (irr-B6-13) + 14 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-90) + 1 x (irr-B6-286)
vtx-B06-905-74-44	Δ = 905	bi.bi = 74	b0.bi = 44	19 x (irr-B6-13) + 11 x (irr-B6-64-h) + 1 x (irr-B6-768-h)
vtx-B06-906-38-34	Δ = 906	bi.bi = 38	b0.bi = 34	22 x (irr-B6-13) + 19 x (irr-B6-64-h) + 1 x (irr-B6-90)
vtx-B06-907-88-50	Δ = 907	bi.bi = 88	b0.bi = 50	5 x (irr-B6-13) + 6 x (irr-B6-64-h) + 2 x (irr-B6-78) + 2 x (irr-B6-286)
vtx-B06-909-42-36	Δ = 909	bi.bi = 42	b0.bi = 36	15 x (irr-B6-13) + 15 x (irr-B6-64-h) + 4 x (irr-B6-78)
vtx-B06-910-52-40	Δ = 910	bi.bi = 52	b0.bi = 40	2 x (irr-B6-13) + 22 x (irr-B6-64-h) + 1 x (irr-B6-78) + 2 x (irr-B6-90)
vtx-B06-911-58-40	Δ = 911	bi.bi = 58	b0.bi = 40	21 x (irr-B6-13) + 11 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-915-28-30	Δ = 915	bi.bi = 28	b0.bi = 30	37 x (irr-B6-13) + 16 x (irr-B6-64-h)
vtx-B06-915-72-46	Δ = 915	bi.bi = 72	b0.bi = 46	1 x (irr-B6-13) + 14 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-90) + 1 x (irr-B6-286)
vtx-B06-918-78-46	Δ = 918	bi.bi = 78	b0.bi = 46	14 x (irr-B6-13) + 11 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-768-h)
vtx-B06-919-42-36	Δ = 919	bi.bi = 42	b0.bi = 36	17 x (irr-B6-13) + 19 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-920-92-52	Δ = 920	bi.bi = 92	b0.bi = 52	6 x (irr-B6-64-h) + 3 x (irr-B6-78) + 2 x (irr-B6-286)
vtx-B06-922-46-38	Δ = 922	bi.bi = 46	b0.bi = 38	10 x (irr-B6-13) + 15 x (irr-B6-64-h) + 5 x (irr-B6-78)
vtx-B06-922-108-56	Δ = 922	bi.bi = 108	b0.bi = 56	6 x (irr-B6-13) + 2 x (irr-B6-64-h) + 3 x (irr-B6-286)
vtx-B06-924-62-42	Δ = 924	bi.bi = 62	b0.bi = 42	16 x (irr-B6-13) + 11 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-928-32-32	Δ = 928	bi.bi = 32	b0.bi = 32	32 x (irr-B6-13) + 16 x (irr-B6-64-h) + 1 x (irr-B6-78)
vtx-B06-930-92-52	Δ = 930	bi.bi = 92	b0.bi = 52	2 x (irr-B6-13) + 10 x (irr-B6-64-h) + 1 x (irr-B6-90) + 2 x (irr-B6-286)
vtx-B06-931-82-48	Δ = 931	bi.bi = 82	b0.bi = 48	9 x (irr-B6-13) + 11 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-768-h)
vtx-B06-932-46-38	Δ = 932	bi.bi = 46	b0.bi = 38	12 x (irr-B6-13) + 19 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-935-50-40	Δ = 935	bi.bi = 50	b0.bi = 40	5 x (irr-B6-13) + 15 x (irr-B6-64-h) + 6 x (irr-B6-78)
vtx-B06-935-112-58	Δ = 935	bi.bi = 112	b0.bi = 58	1 x (irr-B6-13) + 2 x (irr-B6-64-h) + 1 x (irr-B6-78) + 3 x (irr-B6-286)
vtx-B06-937-66-44	Δ = 937	bi.bi = 66	b0.bi = 44	11 x (irr-B6-13) + 11 x (irr-B6-64-h) + 3 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-939-82-48	Δ = 939	bi.bi = 82	b0.bi = 48	17 x (irr-B6-13) + 7 x (irr-B6-64-h) + 2 x (irr-B6-286)
vtx-B06-941-36-34	Δ = 941	bi.bi = 36	b0.bi = 34	27 x (irr-B6-13) + 16 x (irr-B6-64-h) + 2 x (irr-B6-78)
vtx-B06-944-86-50	Δ = 944	bi.bi = 86	b0.bi = 50	4 x (irr-B6-13) + 11 x (irr-B6-64-h) + 3 x (irr-B6-78) + 1 x (irr-B6-768-h)
vtx-B06-945-50-40	Δ = 945	bi.bi = 50	b0.bi = 40	7 x (irr-B6-13) + 19 x (irr-B6-64-h) + 3 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-946-102-54	Δ = 946	bi.bi = 102	b0.bi = 54	10 x (irr-B6-13) + 7 x (irr-B6-64-h) + 1 x (irr-B6-286) + 1 x (irr-B6-768-h)
vtx-B06-947-66-44	Δ = 947	bi.bi = 66	b0.bi = 44	13 x (irr-B6-13) + 15 x (irr-B6-64-h) + 1 x (irr-B6-90) + 1 x (irr-B6-286)
vtx-B06-948-54-42	Δ = 948	bi.bi = 54	b0.bi = 42	15 x (irr-B6-64-h) + 7 x (irr-B6-78)
vtx-B06-950-70-46	Δ = 950	bi.bi = 70	b0.bi = 46	6 x (irr-B6-13) + 11 x (irr-B6-64-h) + 4 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-952-86-50	Δ = 952	bi.bi = 86	b0.bi = 50	12 x (irr-B6-13) + 7 x (irr-B6-64-h) + 1 x (irr-B6-78) + 2 x (irr-B6-286)
vtx-B06-953-122-60	Δ = 953	bi.bi = 122	b0.bi = 60	3 x (irr-B6-13) + 7 x (irr-B6-64-h) + 2 x (irr-B6-768-h)
vtx-B06-954-40-36	Δ = 954	bi.bi = 40	b0.bi = 36	22 x (irr-B6-13) + 16 x (irr-B6-64-h) + 3 x (irr-B6-78)
vtx-B06-954-86-50	Δ = 954	bi.bi = 86	b0.bi = 50	6 x (irr-B6-13) + 15 x (irr-B6-64-h) + 1 x (irr-B6-90) + 1 x (irr-B6-768-h)
vtx-B06-955-50-40	Δ = 955	bi.bi = 50	b0.bi = 40	9 x (irr-B6-13) + 23 x (irr-B6-64-h) + 2 x (irr-B6-90)
vtx-B06-956-56-40	Δ = 956	bi.bi = 56	b0.bi = 40	28 x (irr-B6-13) + 12 x (irr-B6-64-h) + 1 x (irr-B6-286)
vtx-B06-958-54-42	Δ = 958	bi.bi = 54	b0.bi = 42	2 x (irr-B6-13) + 19 x (irr-B6-64-h) + 4 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-959-106-56	Δ = 959	bi.bi = 106	b0.bi = 56	5 x (irr-B6-13) + 7 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-286) + 1 x (irr-B6-768-h)
vtx-B06-960-70-46	Δ = 960	bi.bi = 70	b0.bi = 46	8 x (irr-B6-13) + 15 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-90) + 1 x (irr-B6-286)
vtx-B06-963-74-48	Δ = 963	bi.bi = 74	b0.bi = 48	1 x (irr-B6-13) + 11 x (irr-B6-64-h) + 5 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-963-76-46	Δ = 963	bi.bi = 76	b0.bi = 46	21 x (irr-B6-13) + 12 x (irr-B6-64-h) + 1 x (irr-B6-768-h)
vtx-B06-964-40-36	Δ = 964	bi.bi = 40	b0.bi = 36	24 x (irr-B6-13) + 20 x (irr-B6-64-h) + 1 x (irr-B6-90)
vtx-B06-965-90-52	Δ = 965	bi.bi = 90	b0.bi = 52	7 x (irr-B6-13) + 7 x (irr-B6-64-h) + 2 x (irr-B6-78) + 2 x (irr-B6-286)
vtx-B06-967-44-38	Δ = 967	bi.bi = 44	b0.bi = 38	17 x (irr-B6-13) + 16 x (irr-B6-64-h) + 4 x (irr-B6-78)
vtx-B06-967-90-52	Δ = 967	bi.bi = 90	b0.bi = 52	1 x (irr-B6-13) + 15 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-90) + 1 x (irr-B6-768-h)
vtx-B06-968-54-42	Δ = 968	bi.bi = 54	b0.bi = 42	4 x (irr-B6-13) + 23 x (irr-B6-64-h) + 1 x (irr-B6-78) + 2 x (irr-B6-90)
vtx-B06-969-60-42	Δ = 969	bi.bi = 60	b0.bi = 42	23 x (irr-B6-13) + 12 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-972-110-58	Δ = 972	bi.bi = 110	b0.bi = 58	7 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-286) + 1 x (irr-B6-768-h)
vtx-B06-973-30-32	Δ = 973	bi.bi = 30	b0.bi = 32	39 x (irr-B6-13) + 17 x (irr-B6-64-h)
vtx-B06-973-74-48	Δ = 973	bi.bi = 74	b0.bi = 48	3 x (irr-B6-13) + 15 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-90) + 1 x (irr-B6-286)
vtx-B06-976-80-48	Δ = 976	bi.bi = 80	b0.bi = 48	16 x (irr-B6-13) + 12 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-768-h)
vtx-B06-977-44-38	Δ = 977	bi.bi = 44	b0.bi = 38	19 x (irr-B6-13) + 20 x (irr-B6-64-h) + 1 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-978-94-54	Δ = 978	bi.bi = 94	b0.bi = 54	2 x (irr-B6-13) + 7 x (irr-B6-64-h) + 3 x (irr-B6-78) + 2 x (irr-B6-286)
vtx-B06-980-48-40	Δ = 980	bi.bi = 48	b0.bi = 40	12 x (irr-B6-13) + 16 x (irr-B6-64-h) + 5 x (irr-B6-78)
vtx-B06-980-110-58	Δ = 980	bi.bi = 110	b0.bi = 58	8 x (irr-B6-13) + 3 x (irr-B6-64-h) + 3 x (irr-B6-286)
vtx-B06-982-64-44	Δ = 982	bi.bi = 64	b0.bi = 44	18 x (irr-B6-13) + 12 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-986-34-34	Δ = 986	bi.bi = 34	b0.bi = 34	34 x (irr-B6-13) + 17 x (irr-B6-64-h) + 1 x (irr-B6-78)
vtx-B06-987-130-64	Δ = 987	bi.bi = 130	b0.bi = 64	1 x (irr-B6-13) + 3 x (irr-B6-64-h) + 2 x (irr-B6-286) + 1 x (irr-B6-768-h)
vtx-B06-988-94-54	Δ = 988	bi.bi = 94	b0.bi = 54	4 x (irr-B6-13) + 11 x (irr-B6-64-h) + 1 x (irr-B6-90) + 2 x (irr-B6-286)
vtx-B06-989-84-50	Δ = 989	bi.bi = 84	b0.bi = 50	11 x (irr-B6-13) + 12 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-768-h)
vtx-B06-990-48-40	Δ = 990	bi.bi = 48	b0.bi = 40	14 x (irr-B6-13) + 20 x (irr-B6-64-h) + 2 x (irr-B6-78) + 1 x (irr-B6-90)
vtx-B06-993-52-42	Δ = 993	bi.bi = 52	b0.bi = 42	7 x (irr-B6-13) + 16 x (irr-B6-64-h) + 6 x (irr-B6-78)
vtx-B06-993-114-60	Δ = 993	bi.bi = 114	b0.bi = 60	3 x (irr-B6-13) + 3 x (irr-B6-64-h) + 1 x (irr-B6-78) + 3 x (irr-B6-286)
vtx-B06-995-68-46	Δ = 995	bi.bi = 68	b0.bi = 46	13 x (irr-B6-13) + 12 x (irr-B6-64-h) + 3 x (irr-B6-78) + 1 x (irr-B6-286)
vtx-B06-996-78-50	Δ = 996	bi.bi = 78	b0.bi = 50	19 x (irr-B6-64-h) + 2 x (irr-B6-90) + 1 x (irr-B6-286)
vtx-B06-997-84-50	Δ = 997	bi.bi = 84	b0.bi = 50	19 x (irr-B6-13) + 8 x (irr-B6-64-h) + 2 x (irr-B6-286)
vtx-B06-999-38-36	Δ = 999	bi.bi = 38	b0.bi = 36	29 x (irr-B6-13) + 17 x (irr-B6-64-h) + 2 x (irr-B6-78)
vtx-B06-999-148-66	Δ = 999	bi.bi = 148	b0.bi = 66	14 x (irr-B6-13) + 2 x (irr-B6-90) + 1 x (irr-B6-715b)
